Código do Reservatório,Reservatório,Cota (m),Volume Útil (hm³),Volume Útil (%),Afluência (m³/s),Defluência (m³/s),Data da Medição
29003,ATIBAINHA,78318,2404,2498,143,300,22/08/2025
29003,ATIBAINHA,78319,2423,2517,108,300,23/08/2025
29003,ATIBAINHA,78321,2461,2557,113,300,24/08/2025
29003,ATIBAINHA,78322,2480,2577,21,300,25/08/2025
29003,ATIBAINHA,78323,2499,2596,131,300,26/08/2025
29003,ATIBAINHA,78323,2499,2596,39,300,27/08/2025
29003,ATIBAINHA,78324,2518,2616,30,300,28/08/2025
29003,ATIBAINHA,78324,2518,2616,41,300,29/08/2025
29003,ATIBAINHA,78323,2499,2596,49,300,30/08/2025
29003,ATIBAINHA,78322,2480,2577,42,300,31/08/2025
29003,ATIBAINHA,78321,2461,2557,22,300,01/09/2025
29003,ATIBAINHA,78321,2461,2557,23,300,02/09/2025
29003,ATIBAINHA,78321,2461,2557,43,300,03/09/2025
29003,ATIBAINHA,78320,2442,2537,27,300,04/09/2025
29003,ATIBAINHA,78319,2423,2517,47,300,05/09/2025
29003,ATIBAINHA,78318,2404,2498,77,308,06/09/2025
29003,ATIBAINHA,78316,2370,2462,19,400,07/09/2025
29003,ATIBAINHA,78315,2347,2438,76,400,08/09/2025
29003,ATIBAINHA,78313,2309,2399,30,400,09/09/2025
29003,ATIBAINHA,78312,2290,2379,74,404,10/09/2025
29003,ATIBAINHA,78310,2252,2340,26,450,11/09/2025
29003,ATIBAINHA,78309,2224,2310,17,450,12/09/2025
29003,ATIBAINHA,78306,2177,2261,6,450,13/09/2025
29003,ATIBAINHA,78303,2120,2202,31,450,14/09/2025
29003,ATIBAINHA,78300,2063,2144,19,450,15/09/2025
29003,ATIBAINHA,78297,2007,2085,17,450,16/09/2025
29003,ATIBAINHA,78296,1988,2065,30,450,17/09/2025
29003,ATIBAINHA,78297,2007,2085,26,420,18/09/2025
29003,ATIBAINHA,78299,2044,2124,104,400,19/09/2025
29003,ATIBAINHA,78300,2063,2144,29,400,20/09/2025
29003,ATIBAINHA,78302,2101,2183,159,400,21/09/2025
29003,ATIBAINHA,78304,2139,2222,227,400,22/09/2025
29003,ATIBAINHA,78317,2385,2478,1167,301,23/09/2025
29003,ATIBAINHA,78320,2442,2537,129,250,24/09/2025
29003,ATIBAINHA,78322,2480,2577,121,250,25/09/2025
29003,ATIBAINHA,78322,2480,2577,37,250,26/09/2025
29003,ATIBAINHA,78322,2480,2577,30,250,27/09/2025
29003,ATIBAINHA,78321,2461,2557,48,250,28/09/2025
29003,ATIBAINHA,78319,2423,2517,56,250,29/09/2025
29003,ATIBAINHA,78316,2376,2468,62,250,30/09/2025
29003,ATIBAINHA,78315,2347,2438,22,263,01/10/2025
29003,ATIBAINHA,78313,2311,2401,30,400,02/10/2025
29003,ATIBAINHA,78312,2290,2379,70,400,03/10/2025
29003,ATIBAINHA,78312,2290,2379,241,400,04/10/2025
29003,ATIBAINHA,78311,2271,2360,49,400,05/10/2025
29003,ATIBAINHA,78310,2252,2340,45,400,06/10/2025
29003,ATIBAINHA,78309,2233,2320,85,429,07/10/2025
29003,ATIBAINHA,78305,2167,2251,107,450,08/10/2025
29003,ATIBAINHA,78304,2139,2222,154,450,09/10/2025
29003,ATIBAINHA,78304,2139,2222,174,450,10/10/2025
29003,ATIBAINHA,78308,2214,2301,792,370,11/10/2025
29003,ATIBAINHA,78309,2233,2320,308,307,12/10/2025
29003,ATIBAINHA,78306,2177,2261,64,300,13/10/2025
29003,ATIBAINHA,78304,2139,2222,68,300,14/10/2025
29003,ATIBAINHA,78304,2139,2222,108,300,15/10/2025
29003,ATIBAINHA,78300,2063,2144,40,300,16/10/2025
29003,ATIBAINHA,78297,2007,2085,54,300,17/10/2025
29003,ATIBAINHA,78297,2007,2085,376,300,18/10/2025
29003,ATIBAINHA,78305,2158,2242,732,256,19/10/2025
29003,ATIBAINHA,78305,2158,2242,130,250,20/10/2025
29003,ATIBAINHA,78304,2139,2222,51,250,21/10/2025
29003,ATIBAINHA,78303,2120,2202,22,254,22/10/2025
29003,ATIBAINHA,78301,2082,2163,97,300,23/10/2025
29003,ATIBAINHA,78297,2007,2085,23,300,24/10/2025
29003,ATIBAINHA,78293,1931,2007,43,304,25/10/2025
29003,ATIBAINHA,78291,1894,1968,47,350,26/10/2025
29003,ATIBAINHA,78291,1884,1958,54,350,27/10/2025
29003,ATIBAINHA,78291,1894,1968,271,350,28/10/2025
29003,ATIBAINHA,78295,1969,2046,355,350,29/10/2025
29003,ATIBAINHA,78298,2026,2104,360,350,30/10/2025
29003,ATIBAINHA,78299,2044,2124,180,217,31/10/2025
29003,ATIBAINHA,78302,2101,2183,406,200,01/11/2025
29003,ATIBAINHA,78303,2120,2202,470,200,02/11/2025
29003,ATIBAINHA,78305,2158,2242,769,143,03/11/2025
29003,ATIBAINHA,78299,2044,2124,161,100,04/11/2025
29003,ATIBAINHA,78294,1950,2026,104,100,05/11/2025
29003,ATIBAINHA,78291,1894,1968,238,113,06/11/2025
29003,ATIBAINHA,78291,1894,1968,42,250,07/11/2025
29003,ATIBAINHA,78296,1988,2065,376,250,08/11/2025
29003,ATIBAINHA,78295,1969,2046,60,206,09/11/2025
29003,ATIBAINHA,78293,1931,2007,46,200,10/11/2025
29003,ATIBAINHA,78293,1931,2007,88,200,11/11/2025
29003,ATIBAINHA,78289,1856,1929,47,200,12/11/2025
29003,ATIBAINHA,78290,1875,1948,98,200,13/11/2025
29003,ATIBAINHA,78291,1894,1968,55,200,14/11/2025
29003,ATIBAINHA,78292,1913,1987,462,200,15/11/2025
29003,ATIBAINHA,78292,1920,1995,74,208,16/11/2025
29003,ATIBAINHA,78293,1939,2014,126,300,17/11/2025
29003,ATIBAINHA,78294,1950,2026,273,300,18/11/2025
29003,ATIBAINHA,78296,1988,2065,297,300,19/11/2025
29003,ATIBAINHA,78299,2044,2124,249,300,20/11/2025
29003,ATIBAINHA,78299,2044,2124,119,300,21/11/2025
29003,ATIBAINHA,78299,2044,2124,197,300,22/11/2025
29003,ATIBAINHA,78302,2101,2183,292,300,23/11/2025
29003,ATIBAINHA,78304,2139,2222,275,300,24/11/2025
29003,ATIBAINHA,78308,2214,2301,567,242,25/11/2025
29003,ATIBAINHA,78309,2233,2320,319,200,26/11/2025
29003,ATIBAINHA,78310,2252,2340,229,200,27/11/2025
29003,ATIBAINHA,78312,2290,2379,61,200,28/11/2025
29003,ATIBAINHA,78315,2347,2438,161,200,29/11/2025
29003,ATIBAINHA,78316,2366,2458,64,200,30/11/2025
29003,ATIBAINHA,78317,2385,2478,27,204,01/12/2025
29003,ATIBAINHA,78319,2423,2517,98,250,02/12/2025
29003,ATIBAINHA,78321,2461,2557,215,250,03/12/2025
29003,ATIBAINHA,78320,2442,2537,229,400,04/12/2025
29003,ATIBAINHA,78319,2423,2517,283,365,05/12/2025
29003,ATIBAINHA,78317,2385,2478,70,354,06/12/2025
29003,ATIBAINHA,78317,2385,2478,172,400,07/12/2025
29003,ATIBAINHA,78318,2404,2498,219,400,08/12/2025
29003,ATIBAINHA,78320,2442,2537,468,400,09/12/2025
29003,ATIBAINHA,78324,2518,2616,1330,191,10/12/2025
29003,ATIBAINHA,78321,2461,2557,357,54,11/12/2025
29003,ATIBAINHA,78315,2347,2438,201,13,12/12/2025
29003,ATIBAINHA,78308,2214,2301,634,13,13/12/2025
29003,ATIBAINHA,78308,2214,2301,990,13,14/12/2025
29003,ATIBAINHA,78309,2233,2320,435,13,15/12/2025
29003,ATIBAINHA,78304,2139,2222,147,13,16/12/2025
29003,ATIBAINHA,78301,2082,2163,362,13,17/12/2025
29003,ATIBAINHA,78300,2063,2144,19,13,18/12/2025
29003,ATIBAINHA,78297,2007,2085,243,23,19/12/2025
29003,ATIBAINHA,78294,1950,2026,176,140,20/12/2025
29003,ATIBAINHA,78288,1837,1909,83,145,21/12/2025
29003,ATIBAINHA,78281,1706,1773,176,221,22/12/2025
29003,ATIBAINHA,78281,1706,1773,116,450,23/12/2025
29003,ATIBAINHA,78282,1725,1792,242,450,24/12/2025
29003,ATIBAINHA,78282,1725,1792,254,450,25/12/2025
29003,ATIBAINHA,78283,1744,1812,173,450,26/12/2025
29003,ATIBAINHA,78286,1804,1874,182,388,27/12/2025
29003,ATIBAINHA,78287,1815,1886,318,350,28/12/2025
29003,ATIBAINHA,78290,1875,1948,293,190,29/12/2025
29003,ATIBAINHA,78297,2007,2085,594,77,30/12/2025
29003,ATIBAINHA,78301,2082,2163,43,13,31/12/2025
29003,ATIBAINHA,78302,2109,2191,89,91,01/01/2026
29003,ATIBAINHA,78306,2177,2261,301,100,02/01/2026
29003,ATIBAINHA,78313,2309,2399,420,38,03/01/2026
29003,ATIBAINHA,78317,2385,2478,356,13,04/01/2026
29003,ATIBAINHA,78318,2404,2498,99,36,05/01/2026
29003,ATIBAINHA,78315,2347,2438,45,300,06/01/2026
29003,ATIBAINHA,78314,2328,2419,41,317,07/01/2026
29003,ATIBAINHA,78311,2271,2360,60,500,08/01/2026
29003,ATIBAINHA,78307,2195,2281,140,500,09/01/2026
29003,ATIBAINHA,78305,2158,2242,90,500,10/01/2026
29003,ATIBAINHA,78302,2101,2183,28,500,11/01/2026
29003,ATIBAINHA,78299,2044,2124,118,500,12/01/2026
29003,ATIBAINHA,78299,2044,2124,615,500,13/01/2026
29003,ATIBAINHA,78298,2026,2104,376,419,14/01/2026
29003,ATIBAINHA,78300,2063,2144,491,400,15/01/2026
29003,ATIBAINHA,78303,2120,2202,555,350,16/01/2026
29003,ATIBAINHA,78309,2233,2320,1781,252,17/01/2026
29003,ATIBAINHA,78309,2233,2320,1498,200,18/01/2026
29003,ATIBAINHA,78307,2195,2281,893,163,19/01/2026
29003,ATIBAINHA,78304,2139,2222,574,150,20/01/2026
29003,ATIBAINHA,78300,2063,2144,349,163,21/01/2026
29003,ATIBAINHA,78295,1969,2046,260,304,22/01/2026
29003,ATIBAINHA,78290,1875,1948,669,355,23/01/2026
29003,ATIBAINHA,78291,1894,1968,409,373,24/01/2026
29003,ATIBAINHA,78292,1913,1987,409,500,25/01/2026
29003,ATIBAINHA,78295,1969,2046,437,500,26/01/2026
29003,ATIBAINHA,78297,2007,2085,170,500,27/01/2026
29003,ATIBAINHA,78297,2007,2085,317,500,28/01/2026
29003,ATIBAINHA,78297,2007,2085,646,460,29/01/2026
29003,ATIBAINHA,78301,2082,2163,1019,358,30/01/2026
29003,ATIBAINHA,78309,2233,2320,999,62,31/01/2026
29003,ATIBAINHA,78313,2309,2399,322,13,01/02/2026
29003,ATIBAINHA,78314,2328,2419,443,13,02/02/2026
29003,ATIBAINHA,78312,2290,2379,460,13,03/02/2026
